39111_horse.jpg,0
bird_003680.jpg,1
36500_automobile.jpg,0
bird_110933.jpg,1
29072_truck.jpg,0
46910_airplane.jpg,0
46320_frog.jpg,0
40476_airplane.jpg,0
bird_002918.jpg,1
49542_ship.jpg,0
36190_horse.jpg,0
31615_deer.jpg,0
bird_110611.jpg,1
bird_007403.jpg,1
47537_truck.jpg,0
28854_dog.jpg,0
40122_ship.jpg,0
16033_deer.jpg,0
21278_dog.jpg,0
61_automobile.jpg,0
37846_frog.jpg,0
bird_005487.jpg,1
bird_008911.jpg,1
23294_ship.jpg,0
25623_truck.jpg,0
45434_automobile.jpg,0
10549_dog.jpg,0
36543_cat.jpg,0
42668_horse.jpg,0
32888_horse.jpg,0
bird_110645.jpg,1
13167_cat.jpg,0
bird_104111.jpg,1
24879_frog.jpg,0
bird_001405.jpg,1
34367_horse.jpg,0
bird_001482.jpg,1
20131_cat.jpg,0
bird_107895.jpg,1
bird_101563.jpg,1
16026_horse.jpg,0
9272_airplane.jpg,0
17894_ship.jpg,0
bird_001662.jpg,1
15921_truck.jpg,0
bird_005392.jpg,1
bird_111745.jpg,1
45003_automobile.jpg,0
22154_automobile.jpg,0
26063_frog.jpg,0
41371_dog.jpg,0
22762_automobile.jpg,0
bird_003446.jpg,1
bird_005353.jpg,1
25818_deer.jpg,0
24344_dog.jpg,0
bird_005309.jpg,1
bird_106213.jpg,1
bird_000339.jpg,1
7009_frog.jpg,0
3236_deer.jpg,0
1877_cat.jpg,0
3597_frog.jpg,0
bird_102877.jpg,1
bird_105931.jpg,1
6637_cat.jpg,0
42797_airplane.jpg,0
7955_horse.jpg,0
5223_airplane.jpg,0
46701_airplane.jpg,0
21968_truck.jpg,0
5574_horse.jpg,0
21425_deer.jpg,0
23330_horse.jpg,0
6424_dog.jpg,0
bird_005055.jpg,1
39216_dog.jpg,0
4632_dog.jpg,0
17021_truck.jpg,0
bird_005669.jpg,1
49309_horse.jpg,0
bird_004324.jpg,1
8641_horse.jpg,0
41366_ship.jpg,0
18920_airplane.jpg,0
45278_dog.jpg,0
19606_dog.jpg,0
13738_ship.jpg,0
bird_006540.jpg,1
bird_100369.jpg,1
2971_deer.jpg,0
46657_cat.jpg,0
24026_horse.jpg,0
bird_003289.jpg,1
49232_automobile.jpg,0
36161_cat.jpg,0
bird_103741.jpg,1
33353_cat.jpg,0
35130_cat.jpg,0
31227_deer.jpg,0
48987_truck.jpg,0
43755_ship.jpg,0
bird_001642.jpg,1
46347_cat.jpg,0
32010_frog.jpg,0
bird_007062.jpg,1
13061_cat.jpg,0
25465_dog.jpg,0
bird_105059.jpg,1
39428_cat.jpg,0
2469_automobile.jpg,0
bird_002314.jpg,1
bird_000672.jpg,1
1560_horse.jpg,0
76_truck.jpg,0
9912_cat.jpg,0
